"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'D', 'D', 'D', 'D', 'D', 'D', 'D', 'D']]"
"[['Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7']]"
"[['Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Dm7b5', 'Dm7b5', 'Dm7b5', 'Dm7b5', 'Dm7b5', 'Dm7b5', 'Dm7b5', 'Dm7b5', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'D#dim', 'D#dim', 'D#dim', 'D#dim', 'D#dim', 'D#dim', 'D#dim', 'D#dim', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7']]"
"[['Bm7b5', 'Bm7b5', 'Bm7b5', 'Bm7b5', 'E7', 'E7', 'E7', 'E7', 'Am7', 'Am7', 'Am7', 'Am7', 'Em7', 'Em7', 'Em7', 'Em7', 'D', 'D', 'D', 'D', 'D7', 'D7', 'D7', 'D7', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'G7', 'G7', 'G7', 'G7', 'Dm7b5', 'Dm7b5', 'Dm7b5', 'Dm7b5', 'G7', 'G7', 'G7', 'G7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'F', 'F', 'F', 'F', 'Fm', 'Fm', 'Fm', 'Fm', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'G7', 'G7', 'G7', 'G7']]"
"[['C', 'C', 'Em', 'Em', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Em', 'Em', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'C', 'Am', 'Am', 'G', 'G', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'C', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]"
"[['Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'A7', 'A7', 'A7', 'A7', 'A7', 'A7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'A7', 'A7', 'A7', 'A7', 'A7', 'A7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'A7', 'A7', 'A7', 'A7', 'A7', 'A7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7']]"
"[['C', 'C', 'C', 'C', 'C', 'C', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'C', 'C', 'C', 'C', 'C', 'C', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'C#+', 'C#+', 'C#+', 'C#+', 'C#+', 'C#+', 'F', 'F', 'F', 'F', 'F', 'F', 'C#+', 'C#+', 'C#+', 'C#+', 'C#+', 'C#+', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'C#+', 'C#+', 'C#+', 'C#+', 'C#+', 'C#+', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Em7', 'Em7', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Em7', 'Em7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'C', 'C', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7']]"
"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'D', 'D', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'D', 'D', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'D', 'D', 'D', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Dsus4', 'Dsus4', 'Dsus4', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7']]"
"[['Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Dm7b5', 'Dm7b5', 'Dm7b5', 'Dm7b5', 'Dm7b5', 'Dm7b5', 'Dm7b5', 'Dm7b5', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'D#dim', 'D#dim', 'D#dim', 'D#dim', 'D#dim', 'D#dim', 'D#dim', 'D#dim', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7']]"
"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]"
"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#', 'A#']]"
"[['Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7']]"
"[['F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'Em7', 'Em7', 'Em7', 'Em7', 'Am7', 'Am7', 'Am7', 'Am7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'G7', 'G7', 'G7', 'G7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'B7', 'B7', 'B7', 'B7', 'Em', 'Em', 'Em', 'Em', 'A', 'A', 'A', 'A', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'G', 'G', 'G', 'G', 'Esus4', 'Esus4', 'Esus4', 'Esus4', 'E', 'E', 'E', 'E']]"
"[['Bm7b5', 'Bm7b5', 'Bm7b5', 'Bm7b5', 'E7', 'E7', 'E7', 'E7', 'Am7', 'Am7', 'Am7', 'Am7', 'Em7', 'Em7', 'Em7', 'Em7', 'D', 'D', 'D', 'D', 'D7', 'D7', 'D7', 'D7', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'G7', 'G7', 'G7', 'G7', 'Dm7b5', 'Dm7b5', 'Dm7b5', 'Dm7b5', 'G7', 'G7', 'G7', 'G7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'Cm7', 'F', 'F', 'F', 'F', 'Fm', 'Fm', 'Fm', 'Fm', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'G7', 'G7', 'G7', 'G7']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'G', 'G', 'G', 'G']]"
"[['Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'A7', 'A7', 'A7', 'A7', 'A7', 'A7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'A7', 'A7', 'A7', 'A7', 'A7', 'A7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7']]"
"[['Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'A7', 'A7', 'A7', 'A7', 'A7', 'A7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'A7', 'A7', 'A7', 'A7', 'A7', 'A7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'A7', 'A7', 'A7', 'A7', 'A7', 'A7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'Gsus4', 'Gsus4', 'Gsus4', 'Gsus4', 'G', 'G', 'G', 'G']]"
"[['C', 'C', 'C', 'C', 'C', 'C', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'C', 'C', 'C', 'C', 'C', 'C', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'C#+', 'C#+', 'C#+', 'C#+', 'C#+', 'C#+', 'F', 'F', 'F', 'F', 'F', 'F', 'C#+', 'C#+', 'C#+', 'C#+', 'C#+', 'C#+', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'C#+', 'C#+', 'C#+', 'C#+', 'C#+', 'C#+', 'F', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'G', 'G']]"
"[['Am', 'Am', 'Am', 'Am', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'G', 'G', 'G', 'G', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'F', 'F', 'F', 'F', 'Bm7b5', 'Bm7b5', 'Bm7b5', 'Bm7b5', 'Esus4', 'Esus4', 'Esus4', 'Esus4', 'E', 'E', 'E', 'E', 'Am', 'Am', 'Am', 'Am', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'G', 'G', 'G', 'G', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'F', 'F', 'F', 'F', 'Bm7b5', 'Bm7b5', 'E', 'E', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am']]"
"[['Am', 'Am', 'Am', 'Am', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'G', 'G', 'G', 'G', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'F', 'F', 'F', 'F', 'Bm7b5', 'Bm7b5', 'Bm7b5', 'Bm7b5', 'Esus4', 'Esus4', 'Esus4', 'Esus4', 'E', 'E', 'E', 'E', 'Am', 'Am', 'Am', 'Am', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'G', 'G', 'G', 'G', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'F', 'F', 'F', 'F', 'Bm7b5', 'Bm7b5', 'E', 'E', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]"
"[['Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Dm7b5', 'Dm7b5', 'Dm7b5', 'Dm7b5', 'Dm7b5', 'Dm7b5', 'Dm7b5', 'Dm7b5', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'D#dim', 'D#dim', 'D#dim', 'D#dim', 'D#dim', 'D#dim', 'D#dim', 'D#dim', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7']]"
"[['Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7']]"
"[['C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]"
"[['Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Em', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7']]"
"[['Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'Dm', 'G', 'G', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C']]"
"[['F', 'F', 'F', 'F', 'G', 'G', 'G', 'G', 'Em7', 'Em7', 'Em7', 'Em7', 'Am7', 'Am7', 'Am7', 'Am7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'G7', 'G7', 'G7', 'G7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'F#m7b5', 'B7', 'B7', 'B7', 'B7', 'Em', 'Em', 'Em', 'Em', 'A', 'A', 'A', 'A', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'G', 'G', 'G', 'G', 'Esus4', 'Esus4', 'Esus4', 'Esus4', 'E', 'E', 'E', 'E']]"
"[['Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'A7', 'A7', 'A7', 'A7', 'A7', 'A7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'A7', 'A7', 'A7', 'A7', 'A7', 'A7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'A7', 'A7', 'A7', 'A7', 'A7', 'A7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'G7', 'G7', 'G7', 'G7', 'G7', 'G7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7']]"
"[['Dm', 'Dm', 'Dm', 'G', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'E', 'E', 'E', 'E', 'E', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Dm', 'Dm', 'Dm', 'G', 'G', 'G', 'G', 'G', 'C', 'C', 'C', 'F', 'F', 'F', 'F', 'F', 'G', 'G', 'G', 'E', 'E', 'E', 'E', 'E', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am']]"
"[['Am', 'Am', 'Am', 'Am', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'G', 'G', 'G', 'G', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'F', 'F', 'F', 'F', 'Bm7b5', 'Bm7b5', 'Bm7b5', 'Bm7b5', 'Esus4', 'Esus4', 'Esus4', 'Esus4', 'E', 'E', 'E', 'E', 'Am', 'Am', 'Am', 'Am', 'Dm7', 'Dm7', 'Dm7', 'Dm7', 'G', 'G', 'G', 'G', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'F', 'F', 'F', 'F', 'Bm7b5', 'Bm7b5', 'E', 'E', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am']]"
"[['Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'Am', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'G', 'G', 'G', 'G', 'G', 'G', 'G', 'G']]"
"[['Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Am7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Em7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'Fmaj7', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'D7', 'D7', 'D7', 'D7', 'D7', 'D7', 'D7', 'D7', 'Dm7b5', 'Dm7b5', 'Dm7b5', 'Dm7b5', 'Dm7b5', 'Dm7b5', 'Dm7b5', 'Dm7b5', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7', 'Cmaj7']]"
